state_fips,state,ym,mw,mw_state,mw_federal,mw_prev,pct,qual,fed_prev,qual_state
1,Alabama,1995-05,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-06,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-07,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-08,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-09,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-10,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-11,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1995-12,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-01,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-02,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-03,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-04,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-05,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-06,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-07,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-08,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-09,4.25,0.0,4.25,4.25,0.0,0,4.25,0
1,Alabama,1996-10,4.75,0.0,4.75,4.25,0.11764705882352944,1,4.25,0
1,Alabama,1996-11,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1996-12,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-01,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-02,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-03,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-04,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-05,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-06,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-07,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-08,4.75,0.0,4.75,4.75,0.0,0,4.75,0
1,Alabama,1997-09,5.15,0.0,5.15,4.75,0.08421052631578951,1,4.75,0
1,Alabama,1997-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1997-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1997-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1998-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,1999-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2000-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2001-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2002-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2003-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2004-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2005-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-08,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-09,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-10,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-11,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2006-12,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-01,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-02,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-03,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-04,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-05,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-06,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-07,5.15,0.0,5.15,5.15,0.0,0,5.15,0
1,Alabama,2007-08,5.85,0.0,5.85,5.15,0.13592233009708732,1,5.15,0
1,Alabama,2007-09,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2007-10,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2007-11,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2007-12,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-01,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-02,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-03,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-04,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-05,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-06,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-07,5.85,0.0,5.85,5.85,0.0,0,5.85,0
1,Alabama,2008-08,6.55,0.0,6.55,5.85,0.11965811965811968,1,5.85,0
1,Alabama,2008-09,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2008-10,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2008-11,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2008-12,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-01,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-02,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-03,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-04,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-05,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-06,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-07,6.55,0.0,6.55,6.55,0.0,0,6.55,0
1,Alabama,2009-08,7.25,0.0,7.25,6.55,0.10687022900763354,1,6.55,0
1,Alabama,2009-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2009-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2009-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2009-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2010-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2011-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2012-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2013-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2014-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2015-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2016-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2017-12,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-01,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-02,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-03,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-04,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-05,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-06,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-07,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-08,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-09,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-10,7.25,0.0,7.25,7.25,0.0,0,7.25,0
1,Alabama,2018-11,7.25,0.0,7.25,7.25,0.0,0,7.25,0
